Claim_ID,Claimant_Name,Claimant_Address,Insurance_Type,Fraud_Category,Claim_Amount,Claim_Date,Claim_Status,Fraud_Flag,Claim_Description,Missing_Field
e87545e1-f011-4d2c-a749-7ce354a881b1,Sandra Ramos,"839 Powell Mills Apt. 556, North Jamiemouth, MN 01102",Health,Exaggerated Loss,6547.4,2024-07-11,Denied,1,Deal peace seat debate clear find debate then go.,
6d9c94b8-10e0-40d5-b3c6-3d83e3639127,Brittany Miller,"345 Leonard Bridge, Juanland, NJ 10489",General,Intentional Damage,30243.31,2024-10-24,Denied,1,Even mean themselves woman whatever.,
0e1535d3-1fec-4abe-ac6d-bc4d9916eecf,Karen Watson,"7968 Nathan Fork, Wallacehaven, CT 89119",General,Exaggerated Loss,5830.82,2022-03-06,Under Review,1,Officer involve year fine during participant it newspaper lay foot money major deep finish mean.,
ddcbc365-2de5-4233-b4ed-31fe9530ed08,Maria Davis,"56872 Michael Circles Suite 137, Marcusborough, VA 19682",Vehicle,None,9720.88,2022-07-28,Approved,0,Parent player our next keep education lawyer serve to.,
d48b0cd2-3f1b-48b8-9909-5dc3d4917e5f,Heather Villanueva,"Unit 3062 Box 1218, DPO AP 65712",Life,Intentional Damage,18268.71,2023-03-23,Denied,1,Contain answer science according character public cultural industry wish wall give clear cost war.,
c58e71bf-8c66-478d-8e92-92ec027919df,Patricia Ford,"874 Ronald Estates Apt. 527, Palmerfurt, UT 04965",General,Staged Accident,16874.88,2020-04-03,Approved,1,Everything ability local environment head shake list owner ten compare customer.,
699b9d05-d65c-4972-818c-f1e134bbe4b4,Edward Jackson,"7739 Jodi Street, Brianton, NJ 99198",Health,Intentional Damage,1191.21,2020-03-18,Denied,1,Property threat attack lawyer safe improve small.#,
f36930ab-a4ad-43e4-8ac0-8e501a49f0bd,Tammy Smith DVM,"06156 Christopher Mount Apt. 365, Lake Peter, SD 68171",Life,None,19496.61,2024-05-31,Denied,0,Environmental trade set good agency back spring already.,
3d7b211e-45aa-4b1f-8da0-2269e72eaeb6,Dalton Tapia,"PSC 2914, Box 6548, APO AE 03675",Life,Exaggerated Loss,28577.39,2020-12-13,Under Review,1,Least blood network particular top about west partner.%,
3c6dfc25-f653-4ccd-bbdc-9a85d6fe5c7e,Kelsey Mercado,"46351 Sara Bypass Suite 112, Sharonside, OH 04299",Life,Staged Accident,20364.23,2023-05-14,Under Review,1,New fact campaign two responsibility second generation yes guy fill.@,
fd6e0b72-6a2d-4000-a353-5899c474b672,Monique Williams,"3394 Katie Stream Suite 956, West Beverly, KS 18106",Vehicle,None,12755.84,2020-12-18,Approved,0,Return bring television much glass PM change vote.@,
fb8da455-e108-4003-a9b5-ca3be27125dc,Robert Jones,"23162 Deanna Turnpike Suite 774, South Shellyburgh, TN 08884",Vehicle,Exaggerated Loss,3161.98,2024-02-07,Denied,1,Sport southern left stand.,
af3c22ac-a932-493b-b7c4-930323ba3fa4,Nicholas Harris,"360 Potter Pass, Martinburgh, HI 40768",Life,None,20452.84,2022-11-21,Under Review,0,Make religious board.,
bf19bd18-98cb-4279-81c3-5991e5086401,Andrea Mcpherson,"26661 Nancy Junction, Timothyville, IA 90091",Health,Staged Accident,19092.77,2023-04-07,Approved,1,Certainly before someone start a.,
56e66062-385d-4efe-8f05-5094956cfa84,Michael Castillo,"USNS Simon, FPO AA 92208",Health,Staged Accident,17030.7,2021-02-03,Denied,1,Western leader sport officer authority able in marriage particularly through my TV network official pattern east help.,
b528a82a-87ac-4d0d-9b7c-702da49a6132,Alexandra Wheeler,"1681 Sean Meadows Apt. 318, New Jennifertown, GA 35346",General,Staged Accident,9798.48,2021-12-22,Under Review,1,Their benefit pretty side generation.,
dffabbd1-3976-46f3-9fbd-72d6a1f704ed,Mary Nelson,"74085 Myers Greens Apt. 438, New Andrewborough, MS 15816",Health,None,8327.8,2024-01-30,Denied,0,Great century write light traditional improve west his activity baby bed collection.,
6ae5a3b2-c95d-42f1-9d2e-0e3786f362c6,Traci Cordova,"526 Long Ports, Tinaborough, KY 53558",Life,Staged Accident,24620.66,2021-04-21,Under Review,1,Continue while despite country fish explain run child board find citizen health ball shoulder hot.,
86cd077f-e3c1-466e-96b7-c3ce2581c365,Gary Martin,"992 Jason Terrace Suite 987, Kimberlychester, KS 07909",Vehicle,Intentional Damage,38322.86,2022-11-18,Under Review,1,Name worker choice forget but two popular direction effect Republican.,
dfc47f46-7420-4c01-8a23-d4d50fb16d9e,Rebecca Harrington,"028 Ortiz Fields, Jessicachester, MT 54755",Life,Intentional Damage,1599.73,2023-07-30,Approved,1,Low happen fast condition walk difference teacher out toward production contain high issue.%,
083bb1b7-0866-438d-a190-0439082724af,Emily Brown,"97861 Shannon Greens Suite 142, Port Pamelachester, CO 33512",Vehicle,Intentional Damage,11175.44,2021-06-20,Approved,1,Woman real where group third report his picture any agreement a protect it mention.,
2f1fc51d-6e17-4b89-9870-ba47aa68bf33,Samantha Villanueva,"7052 Hector Pine, West Ashley, WI 24716",Vehicle,Exaggerated Loss,13502.94,2020-02-08,Denied,1,Simply street whether main discuss quickly word control.,
4e738bfb-32c8-4063-950e-f86bb92e207c,Richard White,"PSC 6187, Box 5344, APO AA 73195",Vehicle,Intentional Damage,21563.69,2021-07-24,Approved,1,Result change across today environment summer.&,
ca028bec-e22c-4ded-a9c0-f2ff1a5ffca4,Christopher Williamson,"Unit 0441 Box 1524, DPO AP 03551",Health,Intentional Damage,4053.15,2022-07-30,Under Review,1,Word figure idea stand firm administration.,
33bcf2d4-4a34-43ed-a677-d22cdc1ccc6e,Jordan Garcia,"02456 Gina Islands, East Johnfort, WV 96514",General,Exaggerated Loss,13913.35,2020-12-14,Under Review,1,You very who forward campaign fall although kind large provide his final expect.,
0592165a-dc85-43bd-b919-999d584fea68,Randy Travis,"098 Watson River Suite 658, Port Markside, VT 91630",General,Exaggerated Loss,23317.91,2024-01-02,Approved,1,Green else in.%,
39de7267-62f3-4af0-b414-fa331603bc27,John Ayers,"1329 Andre Orchard, Port Johnport, NH 52788",Vehicle,None,16134.57,2020-10-22,Under Review,0,Under fine organization what beyond us firm interview shoulder smile opportunity.@,
8e40ef6c-4d9e-402f-a6b9-7c2470eeaf01,Douglas Taylor,"3944 Smith Mill Apt. 302, Leestad, CT 42428",Vehicle,Exaggerated Loss,2763.7,2020-02-29,Under Review,1,It son yeah make thought wind national difference suffer ground discuss government.%,
8213cecb-524e-4637-ab3c-ee6bb33ff7aa,Michael Williams,"3002 Yates Orchard Suite 894, East Victoria, MN 98702",Vehicle,Staged Accident,6332.38,2021-12-06,Denied,1,Society find customer like learn really wear market people edge will challenge.@,
86544148-d2d0-468b-8b48-d649e324bc99,Derek Simpson,"7154 Cuevas Ridges, North Miguel, OR 05292",General,None,13325.12,2020-04-30,Approved,0,Could anyone myself machine understand institution factor its increase laugh even right open before strategy.,
5b61e2f0-4716-4067-a8e6-84f2d19a35a7,Paige Oliver,"353 Kathleen Shoal, West Jenniferberg, NJ 04227",General,None,6266.64,2021-03-04,Approved,0,List red guess offer say if little detail buy country toward.&,
403764d4-26ea-4def-8374-c92de796a210,Ronald Gonzalez,"3859 Angelica Groves, Youngberg, MA 87919",Vehicle,None,13248.51,2024-07-15,Under Review,0,Learn really now various color finish item big about station suggest beautiful drop direction both.,
ea312a13-fad4-4e70-840a-471066707254,Jennifer Murphy,"2403 Ayers Rest, Cassandrahaven, NH 04048",Vehicle,None,10771.59,2021-11-10,Denied,0,Sense service home prevent each like none wonder customer party nature fast attorney.@,
8bab0aa6-8f50-4ebf-868c-0a0848d8bad1,Richard Ortiz,"5432 Burch Summit, East Phyllisfort, HI 37358",Life,Exaggerated Loss,20047.14,2024-05-17,Approved,1,Pm small of product find return apply sometimes process a decide never gun miss now affect.,
a0d429ad-0bd8-48e5-933a-05a0685d91f0,Jennifer Nelson,"03328 Michael Parks Apt. 417, Peterchester, UT 70327",Life,Exaggerated Loss,10970.93,2021-04-25,Under Review,1,Plant fine future hard which bed occur.,
1ee95ea4-2ea8-4b53-bcae-6d0202723368,Michael Holden,"8260 Megan Viaduct Suite 010, Carlosmouth, WI 28873",Vehicle,Exaggerated Loss,1438.85,2021-07-30,Approved,1,About station white second son middle hotel building sister sister option top.,
3e27d3ee-deea-4fdf-90ec-171c2994f67a,Michael Copeland,"909 Coleman Summit Suite 249, West Aprilborough, MI 24456",Health,Staged Accident,11625.19,2023-09-17,Approved,1,Leader mind official his American career responsibility already according large.@,
44e6f847-d33a-4d11-8cf9-708e2f9153c1,Melissa Hall,"285 Smith Pines Apt. 515, East Emilyborough, ID 98100",Health,None,6558.71,2020-12-14,Under Review,0,Nature drop describe way young voice capital how.,
e0cb24c1-8d79-46b2-98fe-9506724be38f,Thomas Wilson,"623 Rubio Springs, North Michelleton, WA 96987",Life,Intentional Damage,1614.46,2020-07-04,Denied,1,Soldier drug process point yourself your process sport tax me office watch area lose color can wall knowledge.,
c25f4852-1dc4-4432-8c0f-df2832943417,Michael Brown,"3522 Andrew Pines, Lake Sean, NY 01376",Vehicle,Intentional Damage,5689.33,2023-01-15,Under Review,1,Cell tell why tree part fact general catch carry.,
a7498c38-5cd6-4a97-ad39-76fd37e520b6,Amber Hernandez,"406 Judith River, East Kristenhaven, IL 94701",General,None,805.68,2022-01-08,Denied,0,Fly describe or whatever per once foreign nation final enter whose voice.,
d097f83c-1b6e-4bd0-8a8a-c78422d84988,Kenneth Chambers,"Unit 6516 Box 7951, DPO AE 05277",General,None,5926.19,2020-10-18,Approved,0,Simple soon receive deal establish teacher boy edge walk generation.,
c10bc083-f44f-4ef9-829d-200b68a2886e,Karen Wright,"75397 Martinez Estate Suite 860, Christopherburgh, NJ 99506",Health,Exaggerated Loss,2111.57,2024-03-13,Denied,1,Toward practice social finally especially price system become training represent draw claim thus.,
b3e7b5b9-e37d-4d51-a841-3a44822c87fb,Adriana Wallace,"0116 Rogers Meadow, Lake Linda, MT 69915",General,None,18507.08,2021-12-12,Approved,0,News drop available couple consumer apply magazine dog camera production themselves piece forget within by.,
f80d4708-cd54-46a6-a541-4bb0885df34d,Clifford Tate,"21251 Perez Ports, Sarahville, OH 42392",Life,Staged Accident,33215.6,2022-10-16,Denied,1,Fund four most rich ok.,
47d9d37b-caba-4c35-beb9-b83d5669ba73,Martin Stewart,"85511 Mary Plain Apt. 391, East Fredtown, PA 96652",Vehicle,Intentional Damage,27556.28,2021-11-26,Denied,1,Arm discuss many particularly.,
a1d3956f-b2f0-4033-8f92-319feafa3c02,Rebekah Michael,"2887 Patterson Station Suite 226, Larsonfurt, DE 37293",General,None,19796.92,2022-11-15,Approved,0,Live foreign edge society design nearly in food land price quality.,
6954d0cf-8fa7-4b11-bf14-d0d61efa20d3,Ana Mcmillan,"66258 Jasmine Inlet, Acostachester, CO 24486",Life,None,14532.65,2023-08-13,Under Review,0,Through whole such group myself look.,
6468023a-e297-4edf-bf0f-0fa67aa25a78,Howard Watson,"185 Virginia Radial Suite 690, Port Frank, MD 26232",Health,Exaggerated Loss,6422.42,2020-07-02,Approved,1,Night late second dinner partner recent.,
8a6baddd-7a6e-45be-a084-8b9a53b2761d,Krystal Henderson,"72067 Kelsey Glen Suite 490, Lake Pedro, WA 25875",Vehicle,Staged Accident,7011.04,2020-04-14,Denied,1,Create sign produce add political soon support involve window under front.,
cc3b2d85-7a20-4acc-8517-530b11d87e64,Jason Rollins,"PSC 3100, Box 4095, APO AE 15481",Vehicle,None,12565.7,2021-04-09,Under Review,0,Think he everybody young son air help smile school gas impact first alone place speech.,
9d1455b5-5ff9-4fba-8e02-9616a3b9ba60,Timothy Zuniga,"0032 Jeremy Pine, Cookview, SC 09960",Life,Intentional Damage,26886.17,2020-04-03,Approved,1,Raise language care sure tonight indicate opportunity key five perform ground only court.,
9f2f5a4d-5b43-4e17-a469-f6308c2d8855,Rhonda Mayer,"03848 Pamela Islands Suite 947, Jeannechester, DE 33124",Health,Exaggerated Loss,5590.21,2020-07-16,Under Review,1,Happen maybe actually ever concern imagine beyond experience statement.,
3a3482e8-4bec-412d-bcac-f40f448eb0f0,Jonathan Hamilton,"613 Blair Trail Apt. 994, North Cassandra, MA 61210",General,Exaggerated Loss,11272.31,2023-10-29,Under Review,1,Sound soldier open for traditional measure old entire third station floor item floor house social no parent speech class represent.&,
ca9fc3c5-ae67-4bc6-9aff-1a371157e8a0,Laura Cox,"9472 Melanie Oval, South Annamouth, NV 50673",General,Staged Accident,8884.96,2024-04-03,Denied,1,Also I guess new bag scientist drug.@,
f7a534e5-91a0-41a9-b057-9693f2d722f7,Ethan Moore,"USNV Rodriguez, FPO AA 65713",Health,None,17830.6,2023-02-11,Under Review,0,Response throw leave describe each get.,
e86376ef-1e42-474e-88d9-0726d7da861e,Angelica Medina,"USCGC Smith, FPO AA 28978",Life,Exaggerated Loss,12148.08,2023-02-08,Denied,1,Explain modern may party certainly finish hot anyone walk range.,
da22bbdd-5c6b-4a1b-88d7-6ba49c2123f1,John Small,"502 Thompson Court Apt. 055, Pughbury, VT 15127",Health,Exaggerated Loss,11559.35,2024-10-18,Denied,1,Dinner activity get five present full establish full avoid cell grow stay.,
18988fe0-ca07-403b-80e4-0580f399e070,Veronica Munoz,"0718 Jesse Pines Apt. 752, East Kiara, MI 77819",Vehicle,Exaggerated Loss,474.98,2021-01-10,Approved,1,Address population near occur without after agency.,
660490b1-921e-4df8-a43f-14d756db7232,Douglas Gray,"7777 Kimberly Heights, Jillianmouth, TX 39337",Vehicle,Exaggerated Loss,1919.78,2020-04-05,Approved,1,Girl boy give young guess painting will likely tell.%,
f4eadfd5-9c72-48e3-90be-68356c971851,Tammy Ramirez,"827 Amy Alley, Lake Maryfort, AZ 49298",Health,Intentional Damage,14563.59,2022-07-07,Denied,1,Along scene suffer consider business everyone prove nation.,
1125404e-9997-499a-9470-48fd4c4671e3,David Joseph,"USCGC Walker, FPO AP 93427",Vehicle,Staged Accident,26116.33,2020-01-16,Approved,1,Every hot stand Mrs.&,
6f871d88-b655-4604-b769-223b6c325bd6,Robert Harrington,"979 Jamie Court Suite 034, New Haley, MT 17342",General,Staged Accident,14087.83,2022-03-21,Approved,1,Clearly ten rather fill style most.,
b31a8016-6ca1-439e-a1a5-6855dff0f7a0,Jose Murphy,"8874 Griffin Meadow Apt. 111, Clineshire, RI 45517",Life,Staged Accident,5429.95,2020-06-07,Denied,1,Beautiful scene leader job trouble writer situation outside responsibility opportunity a special field.,
d5f6199e-1a72-4161-9c44-a7ae67b53146,Sara Summers,"04936 Charles Crossing Apt. 383, Lake Tommy, FL 91914",Vehicle,None,6578.14,2021-04-05,Denied,0,Say build take third new education statement.,
8dda1000-640a-4754-b5e6-af28a87f994f,David Casey,"831 Cooper Club Suite 492, Lake Cynthia, MI 68614",Health,Exaggerated Loss,5603.55,2020-07-31,Denied,1,Phone character for rule might real turn risk.,
c6b47152-b9f4-412b-818c-499b2c3afef7,Derrick Smith,"00659 Bryan Vista Suite 593, South Wandaborough, KY 53414",General,None,1587.74,2020-11-06,Denied,0,Indeed several clearly beat.,
fc192c1e-1f98-444b-9f02-172dd9d19e66,Cindy Miller,"688 Mike Rapid, South Lindamouth, KS 97792",Vehicle,None,12194.3,2022-12-19,Denied,0,Father computer star myself another may my successful bring move five suddenly eye risk myself total share home heavy.%,
2c27463e-2c20-4c3d-9998-12bb24193df4,Tyler Elliott,"0344 Fernandez Hollow Apt. 050, East Melissaburgh, MA 81018",Health,Staged Accident,12734.85,2020-01-11,Under Review,1,Arm lose include way science discussion system loss material rather service.,
135e5a0b-bc91-4679-89a5-3001fc0530d4,Jesus Ward,"PSC 2768, Box 2277, APO AA 79979",Life,Staged Accident,23069.18,2022-04-11,Denied,1,Edge table try last institution store create million approach smile.,
defeee15-7b6b-48c6-8511-2de0dd377f7b,Stephanie Estes,"840 Jennifer Manors Suite 138, Lambertport, VT 01737",Vehicle,Exaggerated Loss,3357.91,2021-12-27,Approved,1,Back toward network natural single free record cold real surface.,
2dd7f57c-7ee6-440e-bb30-2bf310e41029,Andrew Webster,"26478 Melissa Tunnel, Johnsonville, ND 55952",General,Staged Accident,13745.52,2021-03-04,Approved,1,Late low late character consumer fight.@,
684aece6-41ed-4420-b7a4-22e69f5ffa44,Daniel Schultz,"21632 Sarah Cove Suite 518, Lindsaybury, ND 87682",General,Staged Accident,9163.69,2020-10-11,Approved,1,Performance happen it near speech ball happen only eye.,
bdc9cfec-2c39-4a83-80c6-17cd95815b4b,Becky Hill,"312 Johnson Haven, North Kenneth, AK 36130",General,Exaggerated Loss,11547.95,2024-12-18,Under Review,1,Usually less environmental will until.,
c7eb1161-8fcb-41ae-b27e-c77977e7dec1,Kathryn Gardner,"31768 Novak Springs Apt. 357, South Thomasmouth, KY 80937",Life,Exaggerated Loss,21384.67,2020-08-30,Denied,1,Along behavior good usually form father just lawyer product central data suffer.,
aed511b6-758a-4db7-9033-944d4c653bfd,Austin Henry,"954 William Mews, Port Jerry, ID 56535",Vehicle,Exaggerated Loss,6754.84,2023-01-12,Denied,1,Service able though people owner paper same about them.,
3b4923b7-7a95-4699-b215-5458991b3ce8,Krista Williamson,"40081 Cohen Pike, East Danielletown, SD 68599",Vehicle,Intentional Damage,7440.73,2022-07-25,Under Review,1,Senior right line.,
7188507f-32f7-4c25-91f8-c4eba774ca0f,Jennifer Barrett,"50884 Daniel Motorway, Lake Erik, OK 17403",Life,Exaggerated Loss,18290.72,2020-08-12,Under Review,1,Man interesting Congress.,
1c6f8f72-0814-4fef-8056-54021f78a063,Terry Stewart,"PSC 8479, Box 7167, APO AE 04437",Life,Staged Accident,7596.67,2020-04-06,Denied,1,Big entire computer nice both cell story maybe money pay hospital difference around.&,
4216fc9e-fef0-4350-9855-12db89e96ccd,Dustin Clark,"06752 Lisa Club, Bradleyburgh, NH 20957",Health,Intentional Damage,11974.76,2023-07-21,Under Review,1,Foreign hot face wife great again particular school at.,
ec532688-4d4d-43b9-b29c-7c46486d4772,Tammy Wallace,"32580 Sarah Valleys, Cohenhaven, IL 56076",Life,None,3641.33,2023-04-12,Approved,0,So case page require administration.,
e3186c15-a202-461e-8736-b52f6560d52f,James Black,"01517 Eric Forks, Ayalatown, FL 50608",Health,Intentional Damage,976.61,2024-09-15,Under Review,1,Order task purpose money subject idea per attack.@,
6e2e5ac9-c02f-4ab4-87b4-ce2462c2baec,Jonathan Dixon,"181 Stephanie Locks Suite 148, Lake Tonymouth, ME 87517",Vehicle,None,2510.47,2024-01-26,Under Review,0,Do interview worker tonight care toward buy here.,
d339ba24-acbb-4c1d-a0a4-8cb6ac6215e9,David Matthews,"901 Terri Stream Apt. 001, East Alexanderland, ND 44953",Life,None,10348.66,2023-01-27,Denied,0,Area light tell cost present service radio development character light.,
6e564bb7-141c-418f-af95-3750a83539a4,Geoffrey Travis,"Unit 6208 Box 5778, DPO AA 03690",Health,Intentional Damage,4180.99,2020-11-05,Under Review,1,Be participant total positive ten soldier force once.,
18eb571d-c46e-4deb-bfbe-f15992f52351,Kayla Sanchez,"5856 John Radial, Carmenfurt, MT 16898",General,Exaggerated Loss,16735.66,2025-02-15,Denied,1,Yard direction last allow property somebody kind discover half next suggest two police son treat church.,
ad3ce971-92be-4d1a-a6d7-898808abae84,Richard Simpson,"8834 Philip Creek, Olsonland, MO 06765",Vehicle,Exaggerated Loss,29017.79,2021-03-23,Denied,1,Plant sport only especially paper new stuff difference peace apply care mouth.,
88e92118-e488-4384-8218-b76ad2911258,Micheal Larson,"045 Kirk Vista, North Crystalfurt, ID 05603",Vehicle,Intentional Damage,5070.55,2024-08-16,Denied,1,About level thought source down consumer why statement.,
6ac2cee8-c91e-4afb-8254-fa1e47c27916,David Torres,"446 Wiley Square Suite 888, South Jonshire, NJ 21182",Life,None,7098.54,2020-02-08,Denied,0,Between compare model set worry.,
8d15fe18-6b99-4d33-9d7a-d1dd61728ee6,John Robbins,"132 Ferrell Road, South Stacyland, IL 39564",Vehicle,Exaggerated Loss,14694.16,2023-01-14,Approved,1,Would than take.,
525f99d8-6a67-4966-8dae-ae4696a5b8b8,Richard Garcia,"66820 Patrick Turnpike, Wendyland, AZ 05266",Health,Staged Accident,2248.5,2021-10-09,Under Review,1,East decision president yes set every central start edge.,
fbfbc037-a13e-40d5-b85b-2a07ba9fbb01,Patricia Singleton,"92479 Destiny Forest, East Donaldhaven, NC 35115",Health,Intentional Damage,1239.49,2023-11-24,Under Review,1,Consider ability analysis truth south nation camera visit bag health coach always want history.,
ed8ae18a-e2f8-43a0-9276-871a5c785bd8,Paul Tyler MD,"9229 Robert Ways, Amberland, IL 88667",Vehicle,Exaggerated Loss,4102.91,2021-10-24,Under Review,1,Use adult guess reflect control Republican budget entire car.@,
ec31726b-a9bc-40de-85b7-4352d59a810f,Veronica Atkinson,"725 Kenneth Expressway, Hayleyton, ID 37790",General,Staged Accident,23515.71,2023-05-18,Under Review,1,Style whole discussion economy catch tend.%,
8221da96-72db-4acd-80f7-b0af6b5ef9ae,Christopher Schneider,"8394 Dillon Valleys, Andrewstad, AR 03352",Vehicle,None,12347.68,2024-02-20,Under Review,0,Out hit environmental face woman value despite onto fight hard structure energy region do.#,
